1	3.9
2	3.7
3	3
4	0.8
5	0.9
6	2.8
7	1.6
8	2.1
9	2.8
10	-0.4
11	3.4
12	3.7
13	4
14	1.7
15	3.1
16	5
17	6.9
18	7.8
19	9.9
20	8.9
21	6.9
22	7.7
23	7.3
24	7.5
25	7.7
26	7.5
27	6.3
28	6.6
29	7.6
30	5.6
31	6
32	5.6
33	9
34	3.9
35	5.2
36	5.4
37	5.6
38	4.3
39	6.8
40	4.7
41	5
42	6.5
43	7.6
44	7.5
45	8.2
46	5.9
47	6.4
48	3.4
49	5.2
50	6.8
51	5.6
52	4.1
53	4.8
54	5.2
55	5.2
56	5.3
57	6
58	4.1
59	5.2
60	7.7
61	8.6
62	7.4
63	8.9
64	10.2
65	7.9
66	11.3
67	10.2
68	11.9
69	11.1
70	9.5
71	10.3
72	9.3
73	10.2
74	9.6
75	9.8
76	8.8
77	8.2
78	7.1
79	7
80	8.1
81	7
82	5.3
83	6.9
84	8.2
85	8.9
86	10.2
87	12.8
88	11.1
89	9.1
90	9.9
91	9.3
92	8.2
93	8.8
94	10.9
95	12.9
96	13.6
97	11.8
98	10.6
99	11.9
100	7.5
101	9
102	9.7
103	12.3
104	13.1
105	12.7
106	13.5
107	13.2
108	13.5
109	13.8
110	16.2
111	17
112	16.9
113	16.3
114	15.9
115	17.1
116	13.7
117	11.3
118	12
119	14.3
120	15.7
121	16.8
122	16.2
123	15.9
124	13.9
125	13.7
126	13.7
127	13.3
128	14.4
129	15.1
130	15.7
131	13.5
132	15.2
133	16.4
134	19.5
135	19
136	19.3
137	19.2
138	20.9
139	23
140	23.9
141	22.9
142	20.8
143	19.2
144	16.6
145	17.3
146	16
147	17
148	17.3
149	17.2
150	18.3
151	18.8
152	18.3
153	17.1
154	16.5
155	15.4
156	15.2
157	15
158	15.9
159	19.6
160	16.8
161	18.3
162	17.8
163	17.2
164	21
165	22.2
166	22.7
167	20.9
168	20.5
169	18.9
170	18.3
171	20.1
172	21.3
173	21.5
174	22.5
175	22.1
176	23.8
177	25.4
178	25.9
179	24.5
180	24.6
181	20.5
182	20.3
183	20.7
184	24
185	22.5
186	20.4
187	22.9
188	24.3
189	25.8
190	25.6
191	25.9
192	25.6
193	24.1
194	24.9
195	25.7
196	27.3
197	26.6
198	26.7
199	26.4
200	25.2
201	24.5
202	25.1
203	23.9
204	25
205	25.3
206	24.5
207	22.6
208	22.4
209	23.2
210	24
211	24.6
212	25.4
213	25.8
214	26.7
215	26.5
216	26.3
217	25.4
218	25
219	25.4
220	24.9
221	24.7
222	25.5
223	24.3
224	21.7
225	22.8
226	24.6
227	25.1
228	25.2
229	25
230	23.6
231	23.2
232	23
233	23.1
234	23
235	19.9
236	20.1
237	19.6
238	20
239	22.3
240	20.4
241	20.5
242	21.1
243	21.7
244	22.4
245	21.9
246	19.8
247	21.1
248	22.4
249	21.8
250	20.6
251	20.9
252	21
253	20.9
254	20.7
255	20.4
256	19.2
257	18.9
258	22
259	24.7
260	24.6
261	24.3
262	23.2
263	22.3
264	21.3
265	21
266	20.7
267	20.7
268	20.3
269	18.5
270	22.3
271	21.7
272	21.8
273	22
274	21.5
275	19.2
276	19.7
277	20
278	17.2
279	16.4
280	16
281	17.6
282	17.6
283	12.9
284	11.1
285	10.1
286	10.6
287	10.8
288	10.2
289	12.3
290	11.7
291	10.9
292	11.9
293	12.2
294	12.2
295	10.8
296	11.5
297	11.8
298	11.9
299	11.2
300	11.5
301	13
302	12.8
303	12.1
304	11
305	13.3
306	13.6
307	15.3
308	13.3
309	12
310	11.7
311	11
312	11.3
313	9.6
314	9
315	9
316	9.2
317	9.4
318	10.1
319	7.3
320	6.3
321	8.9
322	9.3
323	7.2
324	7.8
325	7.4
326	5.1
327	2.3
328	1.5
329	0.7
330	-0.4
331	3.9
332	6.3
333	4.4
334	8.2
335	7.6
336	7
337	5.6
338	5.2
339	4.9
340	2.6
341	5.1
342	5.7
343	4.6
344	4.4
345	6.8
346	6.3
347	6.1
348	5.5
349	6.2
350	7
351	8.6
352	6.9
353	5
354	2.5
355	2.2
356	0.5
357	-0.8
358	-0.4
359	1.5
360	2.7
361	1.1
362	1.5
363	1.1
364	1
365	1.5
366	3.4
367	4.1
368	5.4
369	5.8
370	4.4
371	5.5
372	3.9
373	4.1
374	2
375	1.9
376	2
377	3.1
378	4.2
379	2.6
380	6.6
381	4.3
382	0
383	1.2
384	-0.6
385	1.4
386	2
387	3.1
388	2.3
389	2.8
390	3.2
391	1.4
392	-0.4
393	-1
394	-0.8
395	1.4
396	2.9
397	3.3
398	5.6
399	6
400	3.4
401	6.1
402	7
403	5.3
404	2.4
405	1
406	4.4
407	4.2
408	3.6
409	1.9
410	3
411	5.7
412	8.1
413	8.6
414	7
415	6.9
416	7.3
417	7.4
418	7.1
419	8.1
420	8.1
421	8.1
422	8.9
423	9.6
424	10.2
425	9.5
426	7.9
427	7.6
428	6.9
429	4.2
430	1.7
431	0.5
432	-0.9
433	1.4
434	2.2
435	0.4
436	1.1
437	4.3
438	5.5
439	8.7
440	8.8
441	10.1
442	10.3
443	10.7
444	9.3
445	6.7
446	5.1
447	5
448	7.6
449	7.7
450	10.2
451	11.3
452	11.2
453	10.9
454	12.1
455	14
456	14
457	13.9
458	14.6
459	12.6
460	14.4
461	14.2
462	13.4
463	9.8
464	8.7
465	8.8
466	7.8
467	10.9
468	11.2
469	11.6
470	11.7
471	12.6
472	13.8
473	15.1
474	14.2
475	15.1
476	16.5
477	15.5
478	14.2
479	10.4
480	8.8
481	8
482	12
483	11.7
484	8.7
485	8.9
486	10.1
487	12.2
488	14.6
489	16.2
490	16.8
491	18.6
492	20.1
493	20.8
494	17.9
495	16.5
496	16.9
497	18.8
498	17
499	15.3
500	15.4
501	17.8
502	18.8
503	20.2
504	20.7
505	19.6
506	19
507	15.8
508	15
509	16.2
510	17.7
511	17.7
512	15.7
513	15.4
514	17.5
515	19.5
516	21.6
517	20.9
518	18.1
519	16.3
520	16.7
521	15.4
522	17.8
523	19.3
524	20.7
525	22.6
526	22.2
527	22.7
528	22.9
529	23.5
530	24.4
531	24.3
532	24.5
533	18.7
534	19.3
535	21.6
536	22.3
537	23.8
538	24.9
539	25
540	24
541	23.2
542	23.5
543	22.7
544	23.6
545	23.7
546	25.1
547	25.6
548	25
549	25.1
550	26.1
551	26.3
552	26.2
553	21.4
554	23.2
555	25.2
556	25.7
557	26.4
558	24.8
559	23.1
560	25.2
561	25.8
562	26.7
563	27.4
564	26.3
565	24.7
566	23.1
567	24
568	21
569	17
570	21.5
571	20.7
572	18.3
573	18.8
574	21
575	23.1
576	22.9
577	22.3
578	20.8
579	20.3
580	19.9
581	21
582	20.4
583	20.8
584	22
585	22.2
586	22.4
587	19.8
588	20.4
589	21.2
590	21.3
591	20.9
592	19.5
593	19.3
594	20.1
595	17.9
596	17.5
597	19.3
598	19.1
599	19.2
600	18.1
601	18.9
602	19.4
603	19.6
604	20.1
605	20.6
606	21.6
607	21
608	20.5
609	16.8
610	18.8
611	17.4
612	13.5
613	15.8
614	16.2
615	16.8
616	16.7
617	17.1
618	15.6
619	15
620	16.6
621	18.6
622	18.4
623	17.5
624	15.8
625	15.7
626	16
627	16.8
628	17.3
629	16.1
630	16
631	15.9
632	16.4
633	17.5
634	18.8
635	21.1
636	20.5
637	20.1
638	19.4
639	18.4
640	19.7
641	18.9
642	17.8
643	16.1
644	16.1
645	16.5
646	16.8
647	17.1
648	15.5
649	15.7
650	18.3
651	14.4
652	14.3
653	14.1
654	12.7
655	12.5
656	12.3
657	11.2
658	12.1
659	12.2
660	11.3
661	9.6
662	10
663	13.8
664	14.5
665	13
666	12.9
667	13.4
668	13.9
669	13.2
670	12.2
671	12.2
672	11.7
673	10.9
674	12
675	13.3
676	11.7
677	9.6
678	11
679	10.3
680	12.7
681	8.7
682	10.8
683	11.1
684	11.2
685	9.5
686	7.7
687	7.7
688	7.6
689	6.6
690	7.2
691	8.6
692	6.8
693	4.7
694	6
695	5.5
696	5.1
697	4.5
698	5.7
699	7.2
700	9.8
701	6.8
702	5.5
703	4.6
704	4.9
705	4.9
706	6.3
707	6.8
708	5.6
709	6.5
710	3.1
711	1.7
712	1.8
713	0.1
714	2.3
715	3
716	4.2
717	5.8
718	7.8
719	8
720	8.2
721	8.7
722	6.6
723	2.8
724	1.8
725	4
726	2
727	-1.4
728	1.8
729	-0.3
730	-0.6
731	2.8
732	4.7
733	5.6
734	6.9
735	7.6
736	7.1
737	7.9
738	6.1
739	3.8
740	4.6
741	8.4
742	8.1
743	3.7
744	1.8
745	3.7
746	1.3
747	2.5
748	0.7
749	-0.8
750	1.8
751	3.8
752	4.6
753	5.1
754	7.4
755	5
756	7.8
757	7.3
758	5.5
759	7.1
760	6.6
761	5.3
762	7.1
763	5.4
764	4.2
765	4.1
766	6.7
767	8.1
768	6.9
769	6.9
770	6.9
771	8
772	7.8
773	8.7
774	7.2
775	7.3
776	5.3
777	5.3
778	5
779	6.7
780	7.7
781	9.5
782	11.1
783	8.8
784	11
785	10.2
786	10.6
787	10.1
788	8.4
789	6.1
790	6.7
791	6.2
792	6.8
793	8.9
794	10.4
795	6.8
796	10.5
797	11.3
798	11.1
799	10.6
800	10.6
801	13
802	11.4
803	11.5
804	11.5
805	11.6
806	11.4
807	10.2
808	10.1
809	10.1
810	12
811	14.4
812	14.5
813	12.2
814	14.4
815	15.4
816	14.4
817	13.8
818	9.4
819	5
820	5.8
821	9.4
822	10.1
823	11
824	12
825	9.6
826	8.7
827	11.4
828	11.8
829	7.1
830	6
831	7.6
832	8
833	9.9
834	10.2
835	9
836	9.3
837	9.9
838	11.4
839	11.8
840	12.9
841	12.2
842	13.7
843	15.6
844	16.7
845	16.3
846	15.1
847	15.1
848	17.9
849	17.9
850	17.1
851	15.6
852	17.4
853	14.7
854	17.1
855	14.3
856	13.5
857	13.1
858	12.7
859	11.8
860	14
861	15.9
862	16.6
863	15.8
864	16.2
865	16.1
866	15.9
867	16.9
868	17.4
869	18.7
870	18.5
871	17.8
872	19.4
873	20.4
874	20.4
875	20.5
876	21.4
877	16.1
878	15.6
879	16.7
880	18.6
881	18
882	16.9
883	15.9
884	16.5
885	18
886	19.1
887	18.6
888	19.3
